date,ville,annee,marque,modele,couleur,km,vin,prix
2026-03-05,Québec,2021,Nissan,Qashqai S,Black,40945,JN1BJ1AVXMW317487,15600
2026-03-04,Montréal,2021,Nissan,Qashqai S FWD,White,46899,JN1BJ1AV0MW319278,15800
2026-02-25,Montréal,2021,Nissan,Qashqai S AWD,Black,54229,JN1BJ1AW7MW453066,17800
2026-03-04,Montréal,2022,Nissan,Qashqai AWD,Blue,47203,JN1BJ1AWXNW472938,16400
2026-03-05,Québec,2022,Nissan,Qashqai S,Gray,93891,JN1BJ1AW0NW475590,16500
2026-02-26,Québec,2022,Nissan,Qashqai SV,Red,97453,JN1BJ1BWXNW470928,16600
2026-03-04,Montréal,2023,Nissan,Qashqai AWD,Black,60545,JN1BJ1AWXPW115228,17400
2026-03-05,Québec,2023,Nissan,Qashqai S,Black,39399,JN1BJ1AV4PW000924,17000
2026-03-04,Montréal,2023,Nissan,Qashqai S AWD,Gray,22775,JN1BJ1AW8PW114921,19600
2026-03-04,Montréal,2023,Nissan,Qashqai S AWD,Gray,23138,JN1BJ1AW4PW111272,19200
2026-03-04,Montréal,2023,Nissan,Qashqai S FWD,Gray,33661,JN1BJ1AV0PW002234,17000
2026-03-04,Montréal,2023,Nissan,Qashqai S FWD,Blue,58557,JN1BJ1AV6PW000603,16000
2026-03-04,Montréal,2023,Nissan,Qashqai S FWD,White,18211,JN1BJ1AV3PW001501,17200
2026-02-26,Québec,2023,Nissan,Qashqai SL AWD,Red,4999,JN1BJ1BW5PW107648,21000
2026-03-04,Montréal,2023,Nissan,Qashqai SL AWD,Gray,7761,JN1BJ1BW1PW111454,23400
2026-02-26,Québec,2023,Nissan,Qashqai SV AWD,Gray,22549,JN1BJ1BW5PW114440,21100
2026-02-26,Québec,2023,Nissan,Qashqai SV AWD,Red,27410,JN1BJ1BW6PW112566,20800
2026-03-04,Montréal,2023,Nissan,Qashqai SV AWD,White,17954,JN1BJ1BW4PW107124,21000
2026-02-25,Montréal,2023,Nissan,Qashqai SV AWD,Gray,10630,JN1BJ1BW1PW114483,20600
2026-03-04,Montréal,2020,Nissan,Rogue S,Black,77681,5N1AT2MV4LC769886,16200
2026-03-04,Montréal,2020,Nissan,Rogue S Special Edition FWD,Gray,107445,5N1AT2MTXLC757675,11800
2026-03-04,Montréal,2021,Nissan,Rogue Platinum,White,86810,JN8AT3DD2MW305677,21700
2026-02-25,Montréal,2021,Nissan,Rogue S AWD,Red,32934,5N1AT3AB0MC840390,21800
2026-02-26,Québec,2021,Nissan,Rogue SV,Red,41333,5N1AT3BA1MC810983,22600
2026-03-04,Montréal,2021,Nissan,Rogue SV,Gray,71594,5N1AT3BB1MC764936,21200
2026-03-05,Québec,2021,Nissan,Rogue SV Moonroof AWD,Gray,127602,5N1AT3BBXMC705044,17500
2026-03-05,Québec,2022,Nissan,Rogue S AWD,Gray,99825,5N1AT3AB9NC678020,18600
2026-02-25,Montréal,2022,Nissan,Rogue SV,Gray,104805,JN8BT3BB9NW330924,18600
2026-02-25,Montréal,2022,Nissan,Rogue SV Moonroof AWD,Black,30280,JN8BT3BB2NW336838,22000
2026-02-26,Québec,2023,Nissan,Rogue Platinum AWD,Red,24000,JN8BT3DD4PW323820,26600
2026-02-26,Québec,2023,Nissan,Rogue Platinum AWD,Gray,11440,JN8BT3DDXPW318377,27600
2026-02-26,Québec,2023,Nissan,Rogue Platinum AWD,Red,18009,JN8BT3DDXPW320565,27000
2026-03-04,Montréal,2023,Nissan,Rogue Platinum AWD,Red,33376,JN8BT3DD7PW320782,26400
2026-03-05,Québec,2023,Nissan,Rogue Platinum AWD,Red,21364,JN8BT3DD2PW320561,27200
2026-03-05,Québec,2023,Nissan,Rogue Platinum AWD,Red,26012,JN8BT3DD1PW321622,26600
2026-03-05,Québec,2023,Nissan,Rogue Platinum AWD,White,36000,JN8BT3DDXPW322767,27200
2026-03-04,Montréal,2023,Nissan,Rogue Platinum AWD,Red,47780,JN8BT3DD5PW319839,25600
2026-03-04,Montréal,2023,Nissan,Rogue Platinum AWD,Black,24591,JN8BT3DD0PW324298,26400
2026-03-04,Montréal,2023,Nissan,Rogue Platinum AWD,Gray,15986,JN8BT3DD0PW323460,27800
2026-03-04,Montréal,2023,Nissan,Rogue Platinum AWD,Black,15372,JN8BT3DD2PW323136,27600
2026-03-04,Montréal,2023,Nissan,Rogue Platinum AWD,Blue,39228,JN8BT3DD5PW323101,26200
2026-03-04,Montréal,2023,Nissan,Rogue Platinum AWD,White,51478,JN8BT3DD7PW323553,25800
2026-02-25,Montréal,2023,Nissan,Rogue Platinum AWD,Red,34216,JN8BT3DD6PW324161,25000
2026-02-25,Montréal,2023,Nissan,Rogue Platinum AWD,Gray,29101,JN8BT3DD3PW321721,28200
2026-02-25,Montréal,2023,Nissan,Rogue Platinum AWD,Black,18985,JN8BT3DDXPW323921,28000
2026-02-25,Montréal,2023,Nissan,Rogue Platinum AWD,White,31588,JN8BT3DD2PW324061,27200
2026-02-25,Montréal,2023,Nissan,Rogue Platinum AWD,Gray,23026,JN8BT3DD7PW324105,27800
2026-02-25,Montréal,2023,Nissan,Rogue S AWD,Gray,31701,5N1AT3AB1PC781516,23200
2026-02-26,Québec,2023,Nissan,Rogue SL AWD,Gray,33658,JN8BT3CB9PW204306,24600
2026-02-26,Québec,2023,Nissan,Rogue SL AWD,Gray,43145,JN8BT3CB4PW205167,24200
2026-02-26,Québec,2023,Nissan,Rogue SL AWD,Blue,17503,JN8BT3CB5PW221166,26000
2026-03-04,Montréal,2023,Nissan,Rogue SL AWD,Gray,29387,JN8BT3CB9PW208212,25200
2026-03-04,Montréal,2023,Nissan,Rogue SL AWD,Black,27028,JN8BT3CB3PW213082,24400
2026-03-04,Montréal,2023,Nissan,Rogue SL AWD,Gray,42848,JN8BT3CB7PW213571,24000
2026-03-04,Montréal,2023,Nissan,Rogue SL AWD,Red,37985,JN8BT3CB2PW207340,24000
2026-03-04,Montréal,2023,Nissan,Rogue SL AWD,Blue,25819,JN8BT3CB2PW206964,24700
2026-03-04,Montréal,2023,Nissan,Rogue SL AWD,Black,33032,JN8BT3CB0PW213301,25000
2026-03-05,Québec,2023,Nissan,Rogue SL AWD,Blue,35075,JN8BT3CB9PW195042,23800
2026-03-05,Québec,2023,Nissan,Rogue SL AWD,White,45772,JN8BT3CB7PW205292,24200
2026-03-05,Québec,2023,Nissan,Rogue SL AWD,Red,32460,JN8BT3CB0PW214397,25200
2026-03-04,Montréal,2023,Nissan,Rogue SL AWD,Other,46231,JN8BT3CB4PW219571,24000
2026-03-04,Montréal,2023,Nissan,Rogue SL AWD,White,37361,JN8BT3CB7PW206913,24400
2026-03-04,Montréal,2023,Nissan,Rogue SL AWD,White,39005,JN8BT3CB6PW224173,25800
2026-03-04,Montréal,2023,Nissan,Rogue SL AWD,Black,60016,JN8BT3CB5PW191876,23200
2026-03-04,Montréal,2023,Nissan,Rogue SL AWD,Gold,24374,JN8BT3CB8PW213465,25400
2026-02-25,Montréal,2023,Nissan,Rogue SL AWD,Black,46503,JN8BT3CB2PW213669,23600
2026-02-25,Montréal,2023,Nissan,Rogue SL AWD,Gray,39897,JN8BT3CBXPW203746,23300
2026-02-25,Montréal,2023,Nissan,Rogue SL AWD,Gold,7298,JN8BT3CB2PW223800,28000
2026-02-25,Montréal,2023,Nissan,Rogue SL AWD,Red,21572,JN8BT3CB9PW206962,27200
2026-02-25,Montréal,2023,Nissan,Rogue SL AWD,Gray,21869,JN8BT3CB0PW206932,27200
2026-02-25,Montréal,2023,Nissan,Rogue SL AWD,White,31806,JN8BT3CB7PW218088,25400
2026-02-25,Montréal,2023,Nissan,Rogue SL AWD,Gray,43286,JN8BT3CB6PW221242,26000
2026-02-25,Montréal,2023,Nissan,Rogue SL AWD,White,39881,JN8BT3CBXPW206906,25600
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition,Gray,31727,JN8BT3BB6PW216561,24400
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition,White,33462,JN8BT3BB4PW220981,24600
2026-02-26,Québec,2023,Nissan,Rogue SV Midnight Edition AWD,Gray,32788,JN8BT3BBXPW222749,25200
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,29932,JN8BT3BB4PW207292,23600
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Gray,34337,JN8BT3BB7PW223485,24400
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,White,26496,JN8BT3BB4PW215294,25600
2026-03-05,Québec,2023,Nissan,Rogue SV Midnight Edition AWD,Black,42759,JN8BT3BB3PW206781,23800
2026-03-05,Québec,2023,Nissan,Rogue SV Midnight Edition AWD,White,41462,JN8BT3BB9PW222452,24200
2026-03-05,Québec,2023,Nissan,Rogue SV Midnight Edition AWD,Gray,39385,JN8BT3BB9PW216022,24600
2026-03-05,Québec,2023,Nissan,Rogue SV Midnight Edition AWD,Black,30421,JN8BT3BBXPW221293,24600
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Gray,56405,JN8BT3BB9PW212133,21000
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,47895,JN8BT3BB6PW222425,24400
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,32819,JN8BT3BB4PW204974,25200
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,White,16610,JN8BT3BB0PW217866,26000
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,47727,JN8BT3BB4PW215201,24000
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,43021,JN8BT3BB9PW215176,23400
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Gray,39405,JN8BT3BB9PW221236,25200
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,27468,JN8BT3BB2PW222311,24800
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,White,40095,JN8BT3BB8PW206808,24800
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,50518,JN8BT3BB2PW211549,23000
2026-03-04,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,White,40328,JN8BT3BBXPW210228,23200
2026-03-05,Québec,2023,Nissan,Rogue SV Moonroof,Silver,7546,JN8BT3BB4PW223556,25200
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof,Blue,36294,JN8BT3BB9PW210530,23100
2026-02-26,Québec,2023,Nissan,Rogue SV Moonroof AWD,White,40760,JN8BT3BB8PW223303,22200
2026-02-26,Québec,2023,Nissan,Rogue SV Moonroof AWD,White,26030,JN8BT3BB0PW219326,23600
2026-02-26,Québec,2023,Nissan,Rogue SV Moonroof AWD,Blue,12205,JN8BT3BB6PW210646,24200
2026-02-26,Québec,2023,Nissan,Rogue SV Moonroof AWD,Black,39886,JN8BT3BB8PW213452,22800
2026-02-26,Québec,2023,Nissan,Rogue SV Moonroof AWD,Black,16944,JN8BT3BB4PW216672,24600
2026-02-26,Québec,2023,Nissan,Rogue SV Moonroof AWD,Gray,19604,JN8BT3BB1PW217228,23800
2026-02-26,Québec,2023,Nissan,Rogue SV Moonroof AWD,Blue,28581,JN8BT3BB0PW216331,23200
2026-02-26,Québec,2023,Nissan,Rogue SV Moonroof AWD,Black,39586,JN8BT3BB7PW223339,22200
2026-02-26,Québec,2023,Nissan,Rogue SV Moonroof AWD,Gray,28815,JN8BT3BB0PW220492,23600
2026-02-26,Québec,2023,Nissan,Rogue SV Moonroof AWD,Gray,17729,JN8BT3BB5PW222688,24200
2026-02-26,Québec,2023,Nissan,Rogue SV Moonroof AWD,Silver,33100,JN8BT3BB4PW222519,23600
2026-02-26,Québec,2023,Nissan,Rogue SV Moonroof AWD,White,31120,,23400
2026-02-26,Québec,2023,Nissan,Rogue SV Moonroof AWD,Gray,20202,JN8BT3BB4PW222133,23600
2026-02-26,Québec,2023,Nissan,Rogue SV Moonroof AWD,White,50974,JN8BT3BB9PW216117,22200
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Gray,25621,JN8BT3BB8PW206761,23200
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Gray,27004,JN8BT3BB5PW222710,23400
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Gray,18113,JN8BT3BB6PW216382,23600
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,White,31763,JN8BT3BB3PW219613,23600
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Black,25661,JN8BT3BB3PW217330,23600
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Gray,19573,JN8BT3BB0PW223733,23800
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Black,17750,JN8BT3BB6PW223235,23400
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Silver,5990,JN8BT3BB9PW222502,24000
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Black,28196,JN8BT3BB4PW217451,22000
2026-03-05,Québec,2023,Nissan,Rogue SV Moonroof AWD,Gray,49997,JN8BT3BB1PW223014,22600
2026-03-05,Québec,2023,Nissan,Rogue SV Moonroof AWD,White,33466,JN8BT3BB7PW223423,24200
2026-03-05,Québec,2023,Nissan,Rogue SV Moonroof AWD,White,24045,JN8BT3BB0PW223568,24600
2026-03-05,Québec,2023,Nissan,Rogue SV Moonroof AWD,Black,22786,JN8BT3BB0PW221478,24200
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,White,75276,JN8BT3BB0PW216524,19600
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,White,26641,JN8BT3BB4PW193250,23400
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,White,29793,JN8BT3BB1PW216337,23500
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Black,43305,JN8BT3BB7PW223289,23400
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Gray,23790,JN8BT3BB6PW222621,23500
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Blue,33448,JN8BT3BB1PW223501,22600
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Blue,24967,JN8BT3BB0PW216183,23800
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Gray,44393,JN8BT3BB1PW222378,22700
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Gold,19917,JN8BT3BB6PW220111,23600
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Gray,31731,JN8BT3BB4PW216901,23000
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Gray,32332,JN8BT3BB3PW216887,22500
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Black,35823,JN8BT3BB5PW221279,23200
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,White,39025,JN8BT3BB1PW213194,22200
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Gray,24920,JN8BT3BB3PW205632,23000
2026-03-04,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Black,32122,JN8BT3BB4PW222567,22500
2026-02-25,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Black,48590,JN8BT3BB8PW222748,21200
2026-02-25,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Blue,33289,JN8BT3BB7PW199057,22400
2026-02-25,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Gray,48362,JN8BT3BB0PW219536,21800
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,41878,JN8BT3BBXPW211251,22500
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Gray,31590,JN8BT3BB6PW219847,25200
2026-02-25,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Gray,29092,JN8BT3BB1PW213891,23600
2026-02-25,Montréal,2023,Nissan,Rogue SV Moonroof AWD,White,29771,JN8BT3BB2PW217514,23900
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,29573,JN8BT3BB2PW222146,26000
2026-02-25,Montréal,2023,Nissan,Rogue SV Moonroof AWD,White,27045,JN8BT3BB0PW215874,24000
2026-02-25,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Blue,67597,JN8BT3BB3PW213357,20000
2026-02-25,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Blue,27661,JN8BT3BB8PW217534,23700
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Gray,62140,JN8BT3BB7PW221235,23200
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,6425,JN8BT3BBXPW212433,27200
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,39831,JN8BT3BBXPW222329,25200
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,White,25864,JN8BT3BBXPW207006,26600
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Gray,47777,JN8BT3BB9PW220586,23800
2026-02-25,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Black,34999,JN8BT3BB0PW223473,22600
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,24802,JN8BT3BB1PW221165,26000
2026-02-25,Montréal,2023,Nissan,Rogue SV Moonroof AWD,White,37084,JN8BT3BB6PW220397,25800
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Gray,30234,JN8BT3BB0PW207600,23000
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,41110,JN8BT3BB6PW212428,25400
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,White,10189,JN8BT3BB2PW210871,26800
2026-02-25,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Gray,28525,JN8BT3BB5PW204742,23800
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,33519,JN8BT3BB1PW222266,23800
2026-02-25,Montréal,2023,Nissan,Rogue SV Moonroof AWD,White,28134,JN8BT3BB5PW210315,23800
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,17012,JN8BT3BB8PW219543,26400
2026-02-25,Montréal,2023,Nissan,Rogue SV Moonroof AWD,Gray,31121,JN8BT3BB7PW217198,22300
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,22997,JN8BT3BB5PW222433,26000
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Black,29204,JN8BT3BB8PW222121,24400
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,Gray,41699,JN8BT3BB6PW219248,24800
2026-02-25,Montréal,2023,Nissan,Rogue SV Midnight Edition AWD,White,39838,JN8BT3BB4PW217255,25400
2026-03-04,Montréal,2024,Nissan,Rogue S,Black,23049,JN8BT3AB7RW284369,23100
2026-02-26,Québec,2024,Nissan,Rogue S AWD,Black,29779,JN8BT3AB4RW437290,23000
2026-02-26,Québec,2024,Nissan,Rogue S AWD,White,24865,,23200
2026-02-26,Québec,2024,Nissan,Rogue S AWD,Black,31150,JN8BT3AB3RW281680,22200
2026-03-04,Montréal,2024,Nissan,Rogue S AWD,Black,33344,JN8BT3AB8RW420234,22800
2026-03-05,Québec,2024,Nissan,Rogue S AWD,Black,24609,JN8BT3ABXRW430702,24600
2026-03-05,Québec,2024,Nissan,Rogue S AWD,White,29539,JN8BT3AB4RW432686,25600
2026-03-04,Montréal,2024,Nissan,Rogue S AWD,White,21334,JN8BT3AB4RW439489,23800
2026-02-25,Montréal,2024,Nissan,Rogue S AWD,White,22176,JN8BT3AB4RW432431,23200
2026-02-25,Montréal,2024,Nissan,Rogue S AWD,Black,11189,JN8BT3AB0RW421684,23600
2026-02-25,Montréal,2024,Nissan,Rogue S AWD,Black,30695,JN8BT3AB8RW421688,23400
2026-02-25,Montréal,2024,Nissan,Rogue S AWD,Gray,32952,JN8BT3ABXRW434751,23200
2026-03-05,Québec,2024,Nissan,Rogue SV Moonroof AWD,Red,37936,JN8BT3BB6RW172483,26000
2026-02-25,Montréal,2021,Nissan,Sentra SR,White,44794,3N1AB8DV6MY224634,10400
2026-03-04,Montréal,2022,Nissan,Sentra SR Premium,Blue,37362,3N1AB8DV6NY311595,17600
2026-03-04,Montréal,2023,Nissan,Sentra SR Premium,Black,30095,3N1AB8DV4PY326552,20000
2026-03-04,Montréal,2023,Nissan,Sentra SV,Black,29076,3N1AB8CV5LY212989,14800
2026-02-26,Québec,2024,Nissan,Sentra S M/T,Black,21282,3N1AB8BV6RY311203,18600
2026-03-04,Montréal,2024,Nissan,Sentra S Plus,Gray,26608,3N1AB8BV2RY200535,17400
2026-03-04,Montréal,2024,Nissan,Sentra S Plus,Gray,18708,3N1AB8BV1RY233025,19400
2026-02-26,Québec,2024,Nissan,Sentra SR,Black,15959,3N1AB8DV9RY266948,21600
2026-03-04,Montréal,2024,Nissan,Sentra SR,Gray,14990,3N1AB8DV4RY251533,22800
2026-02-25,Montréal,2024,Nissan,Sentra SR Premium,Blue,36208,3N1AB8DV3RY235470,22200
2026-03-04,Montréal,2024,Nissan,Sentra SV,Black,16152,3N1AB8CV8RY249303,20000
2026-03-04,Montréal,2024,Nissan,Sentra SV,Gray,17997,3N1AB8CV6RY251518,19800
2026-03-04,Montréal,2024,Nissan,Sentra SV,Black,3949,3N1AB8CV3RY234403,20200
2026-02-25,Montréal,2024,Nissan,Sentra SV,Black,21848,3N1AB8CV1RY258960,19000
2026-02-25,Montréal,2024,Nissan,Sentra SV Moon Roof,White,22907,3N1AB8CV5RY338732,20000
2026-02-25,Montréal,2024,Nissan,Sentra SV,Red,19752,3N1AB8CV2RY259082,19800
2026-03-05,Québec,2023,Nissan,Versa SV,Black,42564,3N1CN8EV9PL810499,16100
2026-03-04,Montréal,2022,Polestar,2,Gray,78943,LPSED3KA9NL048449,23200
2026-03-04,Montréal,2022,Polestar,2 Long Range Dual Motor,White,50481,LPSED3KA1NL048686,31700
2026-03-05,Québec,2020,Porsche,Cayenne AWD,White,59856,WP1AA2AY6LDA08763,55250
2026-03-04,Montréal,2016,Porsche,Macan S,Black,154137,WP1AB2A56GLB40081,8800
2026-03-04,Montréal,2024,Porsche,Macan T,Gray,28062,WP1AA2A58RLB11221,62300
2026-03-04,Montréal,2018,Porsche,Panamera Turbo S E-Hybrid,Gray,152533,WP0AH2A71JL145021,51500
2026-02-25,Montréal,2016,RAM,1500 Sport Crew Cab Std Bed,Gray,130956,1C6RR7UT0GS215099,18300
2026-03-05,Québec,2017,Ram,1500 Express,Red,89332,1C6RR7FT7HS806643,16200
2026-03-04,Montréal,2018,Ram,1500 Outdoorsman Crew Cab Std Bed,Gray,172589,1C6RR7TM2JS283423,8500
2026-02-25,Montréal,2019,RAM,1500 Classic Tradesman Crew Cab Std Bed,White,215540,1C6RR7ST2KS641727,10600
2026-02-25,Montréal,2019,RAM,1500 Classic Warlock Crew Cab Short Bed,Black,57296,1C6RR7LT5NS186794,39600
2026-02-25,Montréal,2021,RAM,1500 Big Horn,Black,117204,1C6SRFBT5MN556457,26700
2026-02-25,Montréal,2022,RAM,1500 Big Horn Crew Cab Short Bed,Black,133337,1C6SRFFT8NN379561,31000
2026-03-04,Montréal,2022,Ram,1500 Classic Express Crew Cab Short Bed,White,59832,3C6RR7KT1NG284648,36800
2026-03-04,Montréal,2022,Ram,1500 Classic Warlock Crew Cab Short Bed,White,138501,1C6RR7LG2NS131139,21800
2026-03-04,Montréal,2022,Ram,1500 Rebel Crew Cab Short Bed,Black,65420,1C6SRFLTXNN196392,50250
2026-03-05,Québec,2022,Ram,1500 Sport Crew Cab Short Bed,Silver,63106,1C6SRFVT0NN464444,44700
2026-03-05,Québec,2023,Ram,1500 Classic Express Crew Cab Short Bed,Black,15083,3C6RR7KT7PG667187,39200
2026-03-05,Québec,2024,Ram,1500 Laramie Crew Cab Short Bed,Black,32907,1C6SRFJT5RN141549,61600
2026-02-25,Montréal,2019,RAM,2500 Tradesman Crew Cab Long Bed,White,252347,3C6UR5HL5KG705546,18200
2026-03-04,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,White,1,3C63R5DL5SG561420,71000
2026-03-04,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,Black,1,3C63R5DL0SG561454,72500
2026-03-04,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,Gray,1,3C63R5DLXSG503710,73900
2026-03-04,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,White,43,3C6UR5DJ4SG572699,59200
2026-03-04,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,White,45,3C6UR5DL6SG561530,74200
2026-03-04,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,Gray,49,3C6UR5DJ5SG572078,60250
2026-03-04,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,Gray,56,3C6UR5DLXSG561501,75100
2026-03-04,Montréal,2025,Ram,2500 Rebel Crew Cab Std Bed,Black,69,3C6UR5EL8SG506950,87600
2026-02-25,Montréal,2021,RAM,3500 Big Horn Crew Cab Long Bed,Gray,104363,3C63R3HL5MG688590,43000
2026-03-04,Montréal,2025,Ram,3500 Big Horn Crew Cab Long Bed,Gray,53,3C63R3HL7SG574801,77400
2026-03-04,Montréal,2025,Ram,3500 Big Horn Crew Cab Std Bed,Black,60,3C63R3DL4SG561901,73500
2026-03-04,Montréal,2025,Ram,3500 Big Horn Crew Cab Std Bed,White,1,3C63R3DL8SG561903,74250
2026-03-04,Montréal,2025,Ram,3500 Big Horn Crew Cab Std Bed,Black,39,3C63R3DL2SG561914,76100
2026-03-04,Montréal,2025,Ram,3500 Tradesman Crew Cab Std Bed,Black,44,3C6UR5CL6SG563344,67600
2026-03-05,Québec,2016,Ram,ProMaster City Wagon SLT,White,112672,ZFBERFDTXG6B69507,8400
2026-03-04,Montréal,2017,Ram,Promaster 3500 Low Roof 159po WB,White,214312,3C7WRVLG8HE507157,9800
2026-03-05,Québec,2017,Ram,ProMaster City Wagon ST,White,233926,ZFBERFCB9H6G92317,2000
2026-02-26,Québec,2019,Ram,Promaster Cargo Van 1500 Low Roof 136po WB,White,168612,3C6TRVAG6KE546301,6400
2026-03-04,Montréal,2021,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,Gray,59313,3C6MRVJG1ME564468,21400
2026-03-04,Montréal,2021,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,Gray,75953,3C6MRVJG1ME573266,20300
2026-03-04,Montréal,2021,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,Gray,58068,3C6MRVJGXME573251,21200
2026-03-04,Montréal,2021,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,Gray,81880,3C6MRVJGXME558197,19800
2026-03-04,Montréal,2021,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,Gray,93354,3C6MRVJG7ME564491,22500
2026-03-04,Montréal,2021,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,Gray,75283,3C6MRVJG9ME573239,20600
2026-03-04,Montréal,2021,Ram,Promaster City Cargo Van SLT,Gray,70240,ZFBHRFDB5M6V64613,23750
2026-03-04,Montréal,2022,Ram,Promaster Cargo Van,Gray,37323,3C6MRVJG5NE122035,27900
2026-03-04,Montréal,2022,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,White,58201,3C6MRVJG6NE137191,33400
2026-03-04,Montréal,2022,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,Gray,72509,3C6MRVJG0NE120452,23600
